0.1218:0.06:0.0688
Ravenscourt Park Station, Hammersmith#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Teversham Lane, Stockwell#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Ashley Crescent, Battersea#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Parsons Green Station, Parsons Green#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Grant Road Central, Clapham Junction#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Hibbert Street, Clapham Junction#0.0476#0.0:0.0098:0.0#1#0.0:0.0:0.0
Carnegie Street, King's Cross#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Usk Road, Clapham Junction#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Hartington Road, Stockwell#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Heath Road, Battersea#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Esmond Street, Putney#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Orbel Street, Battersea#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Westbridge Road, Battersea#0.0714#0.0:0.0:0.0085#1#0.0:0.0:0.0
Bishop's Avenue, Fulham#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Crisp Road, Hammersmith#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Dorothy Road, Clapham Junction#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Neville Gill Close, Wandsworth#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Osiers Road, Wandsworth#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Beryl Road, Hammersmith#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Maclise Road, Olympia#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Northfields, Wandsworth#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Spanish Road, Clapham Junction#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Stanley Grove, Battersea#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Erin Close, Walham Green#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Cadogan Close, Victoria Park#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Felsham Road, Putney#0.0#0.0:0.0:0.0#0#0.0:0.0:6.0E-4
Putney Rail Station, Putney#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Islington Green, Angel#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Charing Cross Hospital, Hammersmith#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Charlotte Terrace, Angel#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Shoreditch Court, Haggerston#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Belford House, Haggerston#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Battersea Church Road, Battersea#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Vicarage Crescent, Battersea#0.0#0.0:0.0:0.0#0#6.0E-4:0.0:0.0
Durant Street, Bethnal Green#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
St. Bride Street, Holborn#0.0352#0.0048:0.0098:0.0256#5#0.0:0.0:0.0
Mexfield Road, East Putney#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Upper Richmond Road, Putney#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Snowsfields, London Bridge#0.0323#0.0:0.0098:0.0#1#0.0:0.0:0.0
Barons Court Station, West Kensington#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Disraeli Road, Putney#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Montserrat Road , Putney#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Albert Bridge Road, Battersea Park#0.0#0.0:0.0:0.0#0#6.0E-4:0.0:0.0
Everington Street, Fulham#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Mile End Stadium, Mile End#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Hawley Crescent, Camden Town#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Stewart's Road, Wandsworth Road#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Aylward Street, Stepney#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Stainsby Road , Poplar#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Dunston Road , Haggerston#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Ada Street, Hackney Central#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Victoria Park Road, Hackney Central#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Star Road, West Kensington#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Wendon Street, Old Ford#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Finnis Street, Bethnal Green#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Stephendale Road, Sands End#0.0#0.0:0.0:0.0#0#0.0:0.0:6.0E-4
Alma Road, Wandsworth#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Thessaly Road North, Wandsworth Road#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Alfreda Street, Battersea Park#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Chesilton Road, Fulham#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Putney Bridge Road, East Putney#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
St. Peter's Terrace, Fulham#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Bridge Avenue, Hammersmith#0.0526#0.0:0.0294:0.0#3#0.0:0.0:0.0
Michael Road, Walham Green#0.0678#0.0:0.0:0.0684#8#0.0:0.0:0.0
Duke Street Hill, London Bridge#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Park Lane, Mayfair#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Plough Terrace, Clapham Junction#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Grant Road East, Clapham Junction#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Queensdale Road, Shepherd's Bush#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Fulham Broadway, Walham Green#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Imperial Road, Sands End#0.0#0.0:0.0:0.0#0#6.0E-4:0.0:6.0E-4
Hortensia Road, West Brompton#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Sirdar Road, Avondale#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Freston Road, Avondale#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Blenheim Crescent, Ladbroke Grove#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Oxford Road, Putney#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Ingrave Street, Clapham Junction#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Upcerne Road, West Chelsea#0.0#0.0:0.0:0.0#0#6.0E-4:0.0:0.0
Lots Road, West Chelsea#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Ormonde Gate, Chelsea#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Hertford Road, De Beauvoir Town#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Haggerston Road, Haggerston #0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Culvert Road, Battersea#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Newton Street, Covent Garden#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Manfred Road, East Putney#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Hammersmith Town Hall, Hammersmith#0.05#0.0:0.0:0.0085#1#6.0E-4:0.0:0.0
Grenfell Road, Avondale#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
The Vale, West Chelsea#0.2#0.0:0.0098:0.0#1#6.0E-4:0.0024:0.0
Prince of Wales Drive, Battersea Park#0.0#0.0:0.0:0.0#0#0.0018:6.0E-4:0.0
Harcourt Terrace, West Brompton#0.0#0.0:0.0:0.0#0#0.0:0.0:6.0E-4
Westbourne Park Road, Portobello#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Broadley Terrace, Marylebone#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Rossmore Road, Marylebone#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Humbolt Road, Fulham#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Storey's Gate, Westminster#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Mile End Park Leisure Centre, Mile End#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
St. John's Road, Clapham Junction#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Ranelagh Gardens, Fulham#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Ram Street, Wandsworth#0.0435#0.0:0.0098:0.0#1#0.0:0.0:0.0
Santos Road, Wandsworth#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Clapham Common North side, Clapham Common#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Sandilands Road, Walham Green#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Gwendwr Road, West Kensington#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Rifle Place, Avondale#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Binfield Road, Stockwell#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Tallis Street, Temple#0.0364#0.0:0.0098:0.0085#2#0.0:0.0:0.0
Hurlingham Park, Parsons Green#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Little Brook Green, Brook Green#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Abyssinia Close, Clapham Junction#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Limburg Road, Clapham Junction#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Houndsditch, Aldgate#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
Imperial Wharf Station#0.0#0.0:0.0:0.0#0#0.0:0.0:0.0
other#0.0:0.0:0.0085#0.0:0.0:0.0#1#0
